,YEAR,State_Abrv,COUNTY_Abrv,MME_Total,STATE,treatment_status,COUNTY,TOTAL_POP,_merge,MME_SHIPPED
1174,2007,FL,PASCO,356094008.87003165,Florida,Treatment,Pasco County,453579,both,785.076048207769
1175,2007,FL,PINELLAS,636336297.6673585,Florida,Treatment,Pinellas County,918624,both,692.705935907791
1176,2007,FL,POLK,170075524.03270736,Florida,Treatment,Polk County,585982,both,290.24018490791076
1177,2007,FL,PUTNAM,39640180.580012254,Florida,Treatment,Putnam County,75107,both,527.7827709802316
1178,2007,FL,SANTA ROSA,51318023.23172857,Florida,Treatment,Santa Rosa County,146158,both,351.1133378380148
1179,2007,FL,SARASOTA,242670386.16231528,Florida,Treatment,Sarasota County,375325,both,646.5606771792853
1180,2007,FL,SEMINOLE,185430988.62422997,Florida,Treatment,Seminole County,413571,both,448.3655493838542
1181,2007,FL,SUMTER,16784182.85300027,Florida,Treatment,Sumter County,82101,both,204.43335468508627
1182,2007,FL,SUWANNEE,11324528.017850088,Florida,Treatment,Suwannee County,40309,both,280.9429164169314
1183,2007,FL,TAYLOR,6762137.541362482,Florida,Treatment,Taylor County,21805,both,310.11866734063204
1184,2007,FL,UNION,2777340.379400004,Florida,Treatment,Union County,15419,both,180.12454630001972
1185,2007,FL,VOLUSIA,195477553.0197708,Florida,Treatment,Volusia County,498935,both,391.7896179257234
1186,2007,FL,WAKULLA,7575903.873499982,Florida,Treatment,Wakulla County,28588,both,265.0029338708543
1187,2007,FL,WALTON,24799001.058965124,Florida,Treatment,Walton County,52355,both,473.67015679429136
1188,2007,FL,WASHINGTON,9660023.17830003,Florida,Treatment,Washington County,23469,both,411.60778807363033
1189,2007,GA,APPLING,4277968.3235874735,Georgia,Control,Appling County,17985,both,237.8631261377522
1190,2007,GA,ATKINSON,1788964.7190000003,Georgia,Control,Atkinson County,8346,both,214.34995434938895
1191,2007,GA,BACON,7998442.162999992,Georgia,Control,Bacon County,10968,both,729.252567742523
1192,2007,GA,BALDWIN,13630322.00385019,Georgia,Control,Baldwin County,47336,both,287.9483269361625
1193,2007,GA,BANKS,2930535.2475000005,Georgia,Control,Banks County,17550,both,166.98206538461542
1194,2007,GA,BARROW,22663817.92950011,Georgia,Control,Barrow County,64760,both,349.96630527331854
1195,2007,GA,BARTOW,34525260.88221262,Georgia,Control,Bartow County,95714,both,360.7127576134381
1196,2007,GA,BEN HILL,3955060.9569999576,Georgia,Control,Ben Hill County,17719,both,223.21016744737048
1197,2007,GA,BERRIEN,3943554.001362484,Georgia,Control,Berrien County,18255,both,216.02596556354337
1198,2007,GA,BIBB,92993408.65724687,Georgia,Control,Bibb County,154286,both,602.7339399378225
1199,2007,GA,BLECKLEY,5675433.510362494,Georgia,Control,Bleckley County,13016,both,436.0351498434614
1200,2007,GA,BRANTLEY,3927290.615999998,Georgia,Control,Brantley County,17198,both,228.35740295383172
1201,2007,GA,BROOKS,4163508.432499997,Georgia,Control,Brooks County,16333,both,254.91388186493583
1202,2007,GA,BRYAN,9806650.470000016,Georgia,Control,Bryan County,28302,both,346.5002639389448
1203,2007,GA,BULLOCH,11395139.447587738,Georgia,Control,Bulloch County,65768,both,173.26267253965057
1204,2007,GA,BURKE,2717980.8299999917,Georgia,Control,Burke County,22972,both,118.31711779557686
1205,2007,GA,BUTTS,10718171.231862513,Georgia,Control,Butts County,23184,both,462.3089730789559
1206,2007,GA,CALHOUN,316426.6463624997,Georgia,Control,Calhoun County,6269,both,50.47481996530542
1207,2007,GA,CAMDEN,27123027.02272504,Georgia,Control,Camden County,48947,both,554.1305294037436
1208,2007,GA,CANDLER,2504353.288499997,Georgia,Control,Candler County,10586,both,236.5721980445869
1209,2007,GA,CARROLL,57215121.40897249,Georgia,Control,Carroll County,108947,both,525.1647260500288
1210,2007,GA,CATOOSA,22704154.37086264,Georgia,Control,Catoosa County,62539,both,363.0399330156005
1211,2007,GA,CHARLTON,1929433.8459750009,Georgia,Control,Charlton County,12056,both,160.03930374709697
1212,2007,GA,CHATHAM,56542082.90219417,Georgia,Control,Chatham County,251981,both,224.39026316346937
1213,2007,GA,CHATTOOGA,9709294.79272503,Georgia,Control,Chattooga County,26230,both,370.15992347407666
1214,2007,GA,CHEROKEE,49550765.6727839,Georgia,Control,Cherokee County,202544,both,244.64198234844724
1215,2007,GA,CLARKE,49638036.49982359,Georgia,Control,Clarke County,113995,both,435.4404710717452
1216,2007,GA,CLAY,682129.4175000003,Georgia,Control,Clay County,3262,both,209.11386189454333
1217,2007,GA,CLAYTON,37904796.41716173,Georgia,Control,Clayton County,260441,both,145.54081890778232
1218,2007,GA,CLINCH,2768719.646000001,Georgia,Control,Clinch County,6838,both,404.9019663644342
1219,2007,GA,COBB,159854905.4414665,Georgia,Control,Cobb County,670438,both,238.43353962852123
1220,2007,GA,COFFEE,17141384.22222542,Georgia,Control,Coffee County,41299,both,415.0556725883295
1221,2007,GA,COLQUITT,6668091.21307496,Georgia,Control,Colquitt County,44209,both,150.83107994016964
1222,2007,GA,COLUMBIA,27718176.41500017,Georgia,Control,Columbia County,115074,both,240.87262470236692
1223,2007,GA,COOK,2650205.2024999936,Georgia,Control,Cook County,16848,both,157.3008785909303
1224,2007,GA,COWETA,25365947.0482129,Georgia,Control,Coweta County,118156,both,214.68183628603626
1225,2007,GA,CRAWFORD,1065139.0800000005,Georgia,Control,Crawford County,12895,both,82.60093679720826
1226,2007,GA,CRISP,5549329.415862468,Georgia,Control,Crisp County,23146,both,239.75327986963052
1227,2007,GA,DADE,5373264.5054999925,Georgia,Control,Dade County,16648,both,322.75735857159975
1228,2007,GA,DAWSON,9980611.268725056,Georgia,Control,Dawson County,21509,both,464.0202365858504
1229,2007,GA,DECATUR,6498085.1158624785,Georgia,Control,Decatur County,27883,both,233.04827729664953
1230,2007,GA,DEKALB,74390330.26975721,Georgia,Control,DeKalb County,680962,both,109.24299780275142
1231,2007,GA,DODGE,9479082.675087543,Georgia,Control,Dodge County,21225,both,446.59989046348846
1232,2007,GA,DOOLY,574839.6194999999,Georgia,Control,Dooly County,13867,both,41.453783767217125
1233,2007,GA,DOUGHERTY,16069919.257850725,Georgia,Control,Dougherty County,94522,both,170.0124760145863
1234,2007,GA,DOUGLAS,42462256.01316109,Georgia,Control,Douglas County,125560,both,338.18298831762576
1235,2007,GA,EARLY,1406139.879725002,Georgia,Control,Early County,11429,both,123.03262575247196
1236,2007,GA,EFFINGHAM,8631064.976862492,Georgia,Control,Effingham County,49660,both,173.80316103226926
1237,2007,GA,ELBERT,8698897.5475,Georgia,Control,Elbert County,20551,both,423.28341917668234
1238,2007,GA,EMANUEL,9642899.08100004,Georgia,Control,Emanuel County,22109,both,436.1526564295101
1239,2007,GA,EVANS,5490012.334999997,Georgia,Control,Evans County,10899,both,503.7170689971554
1240,2007,GA,FANNIN,11839507.150500055,Georgia,Control,Fannin County,23185,both,510.65374813457214
1241,2007,GA,FAYETTE,24898482.20083997,Georgia,Control,Fayette County,104989,both,237.15324653858949
1242,2007,GA,FLOYD,50949982.31057335,Georgia,Control,Floyd County,95308,both,534.5824307568446
1243,2007,GA,FORSYTH,30946089.41044997,Georgia,Control,Forsyth County,157129,both,196.9470270316108
1244,2007,GA,FRANKLIN,16023043.025000073,Georgia,Control,Franklin County,22195,both,721.9212897048918
1245,2007,GA,FULTON,143243171.09928274,Georgia,Control,Fulton County,869329,both,164.77440773203557
1246,2007,GA,GILMER,12522306.74145012,Georgia,Control,Gilmer County,27996,both,447.28913921453494
1247,2007,GA,GLASCOCK,1210.8000000000004,Georgia,Control,Glascock County,2988,both,0.40522088353413666
1248,2007,GA,GLYNN,29939806.739362534,Georgia,Control,Glynn County,76513,both,391.3035267126179
1249,2007,GA,GORDON,16484991.74850032,Georgia,Control,Gordon County,53409,both,308.6556900241592
1250,2007,GA,GRADY,2793315.911999984,Georgia,Control,Grady County,24624,both,113.43875536062313
1251,2007,GA,GREENE,4626894.7394999815,Georgia,Control,Greene County,15823,both,292.41577068191754
1252,2007,GA,GWINNETT,120667080.58312158,Georgia,Control,Gwinnett County,764129,both,157.91454137079157
1253,2007,GA,HABERSHAM,14530060.213362634,Georgia,Control,Habersham County,41865,both,347.0693948014483
1254,2007,GA,HALL,45313392.09037361,Georgia,Control,Hall County,172446,both,262.76858895175076
1255,2007,GA,HANCOCK,576728.85,Georgia,Control,Hancock County,9889,both,58.32023966022854
1256,2007,GA,HARALSON,29705630.229662504,Georgia,Control,Haralson County,28558,both,1040.1859454325408
1257,2007,GA,HARRIS,711614.0475000021,Georgia,Control,Harris County,30276,both,23.50422934007141
1258,2007,GA,HART,9080086.50366251,Georgia,Control,Hart County,24894,both,364.7500001471242
1259,2007,GA,HEARD,1358461.5000000002,Georgia,Control,Heard County,11618,both,116.92731106903084
1260,2007,GA,HENRY,44744024.72274839,Georgia,Control,Henry County,188736,both,237.07201976702055
1261,2007,GA,HOUSTON,38332588.40517411,Georgia,Control,Houston County,132373,both,289.5801138085116
1262,2007,GA,IRWIN,893440.1475000011,Georgia,Control,Irwin County,9493,both,94.11567971136638
1263,2007,GA,JACKSON,15744641.386062725,Georgia,Control,Jackson County,57521,both,273.71988293080307
1264,2007,GA,JASPER,2346089.9550000005,Georgia,Control,Jasper County,13569,both,172.90072628786208
1265,2007,GA,JEFF DAVIS,3496704.836362472,Georgia,Control,Jeff Davis County,14204,both,246.1774736949079
1266,2007,GA,JEFFERSON,4064508.116499985,Georgia,Control,Jefferson County,16830,both,241.50375023766995
1267,2007,GA,JENKINS,1964594.2754999998,Georgia,Control,Jenkins County,8442,both,232.7166874555792
1268,2007,GA,JOHNSON,2149062.203999999,Georgia,Control,Johnson County,10107,both,212.63106797269208
1269,2007,GA,JONES,3099803.6765874913,Georgia,Control,Jones County,28000,both,110.70727416383897
1270,2007,GA,LAMAR,3403186.3414999926,Georgia,Control,Lamar County,17476,both,194.73485588807466
1271,2007,GA,LANIER,1613558.561000001,Georgia,Control,Lanier County,9013,both,179.02569188949306
1272,2007,GA,LAURENS,22184484.525900453,Georgia,Control,Laurens County,47649,both,465.5813243908677
1273,2007,GA,LEE,1354573.1700000018,Georgia,Control,Lee County,27792,both,48.73967940414514
1274,2007,GA,LIBERTY,5859982.58399997,Georgia,Control,Liberty County,63708,both,91.98189527217885
1275,2007,GA,LINCOLN,1652901.1559999997,Georgia,Control,Lincoln County,8161,both,202.53659551525544
1276,2007,GA,LONG,600360.858,Georgia,Control,Long County,12381,both,48.4904981826993
1277,2007,GA,LOWNDES,23655470.876625355,Georgia,Control,Lowndes County,101752,both,232.48163059817355
1278,2007,GA,LUMPKIN,4226592.22699996,Georgia,Control,Lumpkin County,28228,both,149.73048841575599
1279,2007,GA,MACON,3518601.5840624957,Georgia,Control,Macon County,14402,both,244.31339980992195
1280,2007,GA,MADISON,10659215.516225005,Georgia,Control,Madison County,27649,both,385.5190247829941
1281,2007,GA,MARION,473183.475,Georgia,Control,Marion County,8255,both,57.320832828588735
1282,2007,GA,MCDUFFIE,7064847.278500003,Georgia,Control,McDuffie County,21527,both,328.1854080224835
1283,2007,GA,MCINTOSH,4059980.606362496,Georgia,Control,McIntosh County,13623,both,298.02397462838553
1284,2007,GA,MERIWETHER,4424036.329999975,Georgia,Control,Meriwether County,22506,both,196.57141784412934
1285,2007,GA,MILLER,1237509.9825000002,Georgia,Control,Miller County,6124,both,202.0754380306989
1286,2007,GA,MITCHELL,3723914.687712472,Georgia,Control,Mitchell County,23974,both,155.33138765798248
1287,2007,GA,MONROE,7362303.487999969,Georgia,Control,Monroe County,25726,both,286.1814307704256
1288,2007,GA,MONTGOMERY,341005.461,Georgia,Control,Montgomery County,9175,both,37.16680773841962
1289,2007,GA,MORGAN,3380092.924724972,Georgia,Control,Morgan County,17648,both,191.52838422058997
1290,2007,GA,MURRAY,10175707.16222503,Georgia,Control,Murray County,40138,both,253.51804181137652
1291,2007,GA,MUSCOGEE,54511314.97405807,Georgia,Control,Muscogee County,184704,both,295.1279613546976
1292,2007,GA,NEWTON,18236840.234687757,Georgia,Control,Newton County,95699,both,190.56458515436688
1293,2007,GA,OCONEE,3983726.004499988,Georgia,Control,Oconee County,30755,both,129.53100323524592
1294,2007,GA,OGLETHORPE,2210884.8600000003,Georgia,Control,Oglethorpe County,14382,both,153.72582811848145
1295,2007,GA,PAULDING,29054782.0527252,Georgia,Control,Paulding County,131172,both,221.50140314034397
1296,2007,GA,PEACH,5125475.937949986,Georgia,Control,Peach County,26467,both,193.65534204669913
1297,2007,GA,PICKENS,11553322.60253756,Georgia,Control,Pickens County,29095,both,397.089623733891
1298,2007,GA,PIERCE,5856794.240362496,Georgia,Control,Pierce County,17933,both,326.59310992932
1299,2007,GA,PIKE,1680244.4249999986,Georgia,Control,Pike County,17220,both,97.5751698606271
1300,2007,GA,POLK,24624248.77567524,Georgia,Control,Polk County,40789,both,603.6982709964756
1301,2007,GA,PULASKI,3976550.164362495,Georgia,Control,Pulaski County,11445,both,347.4486819014849
1302,2007,GA,PUTNAM,3344067.425362471,Georgia,Control,Putnam County,20800,both,160.7724723731957
1303,2007,GA,RABUN,8643056.85135,Georgia,Control,Rabun County,16306,both,530.053774766957
1304,2007,GA,RANDOLPH,683067.8209500002,Georgia,Control,Randolph County,7758,both,88.0468962296984
1305,2007,GA,RICHMOND,52950708.22308573,Georgia,Control,Richmond County,196483,both,269.4925679223431
1306,2007,GA,ROCKDALE,22674443.53058775,Georgia,Control,Rockdale County,82146,both,276.0261428503853
1307,2007,GA,SCHLEY,469814.8094999999,Georgia,Control,Schley County,4601,both,102.11145609650075
1308,2007,GA,SCREVEN,2250338.051999995,Georgia,Control,Screven County,14865,both,151.3850018163468
1309,2007,GA,SEMINOLE,2490734.243624997,Georgia,Control,Seminole County,8800,both,283.0379822301133
1310,2007,GA,SPALDING,21720500.10440024,Georgia,Control,Spalding County,62682,both,346.51893852142945
1311,2007,GA,STEPHENS,21322500.078937605,Georgia,Control,Stephens County,25620,both,832.2599562426856
1312,2007,GA,STEWART,609392.2988625,Georgia,Control,Stewart County,5691,both,107.08000331444386
1313,2007,GA,SUMTER,4441587.521624957,Georgia,Control,Sumter County,32987,both,134.6466038628841
1314,2007,GA,TATTNALL,7540538.363999986,Georgia,Control,Tattnall County,23444,both,321.64043524995674
1315,2007,GA,TAYLOR,2459267.960362495,Georgia,Control,Taylor County,8868,both,277.31934600388985
1316,2007,GA,TELFAIR,5755375.162499992,Georgia,Control,Telfair County,15932,both,361.24624419407434
1317,2007,GA,TERRELL,616757.7900000004,Georgia,Control,Terrell County,9701,both,63.57672301824558
1318,2007,GA,THOMAS,7479683.753174988,Georgia,Control,Thomas County,44269,both,168.95985346800217
1319,2007,GA,TIFT,9289768.15443753,Georgia,Control,Tift County,39720,both,233.88137347526512
1320,2007,GA,TOOMBS,11007696.908362595,Georgia,Control,Toombs County,27185,both,404.9180396675591
1321,2007,GA,TOWNS,3295367.1419999893,Georgia,Control,Towns County,10452,both,315.2857962112504
1322,2007,GA,TREUTLEN,1817700.3499999982,Georgia,Control,Treutlen County,6773,both,268.37447955115874
1323,2007,GA,TROUP,13120751.691612775,Georgia,Control,Troup County,64894,both,202.18743938750538
1324,2007,GA,TURNER,1333447.8750000012,Georgia,Control,Turner County,9111,both,146.35581988804753
1325,2007,GA,TWIGGS,326661.2624999999,Georgia,Control,Twiggs County,9545,both,34.22328575170245
1326,2007,GA,UNION,6228169.928537478,Georgia,Control,Union County,20988,both,296.7490913158699
1327,2007,GA,UPSON,8107533.780487474,Georgia,Control,Upson County,27423,both,295.64722242232705
1328,2007,GA,WALKER,18488207.239000227,Georgia,Control,Walker County,67405,both,274.28539780432055
1329,2007,GA,WALTON,24826740.69922519,Georgia,Control,Walton County,80440,both,308.63675657912967
1330,2007,GA,WARE,21528228.43050031,Georgia,Control,Ware County,36016,both,597.7406827660014
1331,2007,GA,WARREN,444468.7875000001,Georgia,Control,Warren County,5981,both,74.31345719779303
1332,2007,GA,WASHINGTON,3490690.5134999594,Georgia,Control,Washington County,21155,both,165.00546034034315
1333,2007,GA,WAYNE,11743294.75800013,Georgia,Control,Wayne County,29421,both,399.14668971143504
1334,2007,GA,WHEELER,1708133.8455000003,Georgia,Control,Wheeler County,6918,both,246.9115127927147
1335,2007,GA,WHITE,6409678.775312501,Georgia,Control,White County,26173,both,244.896602426642
1336,2007,GA,WHITFIELD,23780063.43408788,Georgia,Control,Whitfield County,98654,both,241.0451014058009
1337,2007,GA,WILCOX,1585781.8019999966,Georgia,Control,Wilcox County,8889,both,178.39822274721527
1338,2007,GA,WILKES,2437956.039999999,Georgia,Control,Wilkes County,10524,both,231.65678829342446
1339,2007,GA,WILKINSON,1842186.2625000004,Georgia,Control,Wilkinson County,9750,both,188.94218076923082
1340,2007,GA,WORTH,2869334.3889999865,Georgia,Control,Worth County,21646,both,132.55725718377468
1341,2007,NC,ALAMANCE,44318165.15186122,North Carolina,Control,Alamance County,144712,both,306.25079573125396
1342,2007,NC,ALEXANDER,12683657.4275001,North Carolina,Control,Alexander County,36609,both,346.462821369065
1343,2007,NC,ALLEGHANY,2905425.6149999937,North Carolina,Control,Alleghany County,11061,both,262.6729604014098
1344,2007,NC,ANSON,5006990.126999976,North Carolina,Control,Anson County,26664,both,187.78090785328445
1345,2007,NC,ASHE,8108455.151499985,North Carolina,Control,Ashe County,26506,both,305.91017699766036
1346,2007,NC,AVERY,8965566.155862505,North Carolina,Control,Avery County,17949,both,499.50226507674546
1347,2007,NC,BEAUFORT,14180216.35422512,North Carolina,Control,Beaufort County,46702,both,303.6318863051929
1348,2007,NC,BERTIE,4090251.1124999863,North Carolina,Control,Bertie County,20927,both,195.45329538395308
1349,2007,NC,BLADEN,17050318.730812695,North Carolina,Control,Bladen County,34285,both,497.3113236346127
1350,2007,NC,BRUNSWICK,50040482.92169863,North Carolina,Control,Brunswick County,99008,both,505.4185815459218
1351,2007,NC,BUNCOMBE,94950079.17076148,North Carolina,Control,Buncombe County,230766,both,411.45610345874815
1352,2007,NC,BURKE,49417934.29017448,North Carolina,Control,Burke County,90146,both,548.1988584094078
1353,2007,NC,CABARRUS,59436342.1094098,North Carolina,Control,Cabarrus County,165717,both,358.6617070633055
1354,2007,NC,CALDWELL,39555142.58539949,North Carolina,Control,Caldwell County,81588,both,484.81569085404095
1355,2007,NC,CARTERET,30232368.09987509,North Carolina,Control,Carteret County,64258,both,470.48411248210476
1356,2007,NC,CASWELL,3214189.252499987,North Carolina,Control,Caswell County,23914,both,134.40617431211788
1357,2007,NC,CATAWBA,65558989.90411003,North Carolina,Control,Catawba County,152448,both,430.04165291843793
1358,2007,NC,CHATHAM,9681190.934862554,North Carolina,Control,Chatham County,60054,both,161.20809496224322
1359,2007,NC,CHEROKEE,17427412.94067516,North Carolina,Control,Cherokee County,27350,both,637.1997418894026
1360,2007,NC,CHOWAN,2136901.958362496,North Carolina,Control,Chowan County,14953,both,142.9079086713366
1361,2007,NC,CLAY,4024966.774999994,North Carolina,Control,Clay County,10356,both,388.66036838547643
1362,2007,NC,CLEVELAND,35370563.02516231,North Carolina,Control,Cleveland County,97524,both,362.68572889916646
1363,2007,NC,COLUMBUS,53923354.54443681,North Carolina,Control,Columbus County,55964,both,963.5364617332001
1364,2007,NC,CRAVEN,43168827.10902426,North Carolina,Control,Craven County,97825,both,441.28624696165866
1365,2007,NC,CUMBERLAND,77533359.97699785,North Carolina,Control,Cumberland County,308284,both,251.49978583707832
1366,2007,NC,CURRITUCK,2846827.959299997,North Carolina,Control,Currituck County,23216,both,122.62353373966216
1367,2007,NC,DARE,14695071.04545018,North Carolina,Control,Dare County,33541,both,438.1226273948356
1368,2007,NC,DAVIDSON,51607449.26653535,North Carolina,Control,Davidson County,159126,both,324.31814578720855
1369,2007,NC,DAVIE,16539660.553500164,North Carolina,Control,Davie County,40260,both,410.8211761922544
1370,2007,NC,DUPLIN,10916227.326000068,North Carolina,Control,Duplin County,55610,both,196.2997181442199
1371,2007,NC,DURHAM,71806376.4563358,North Carolina,Control,Durham County,252796,both,284.04870510742177
1372,2007,NC,EDGECOMBE,8835813.563024994,North Carolina,Control,Edgecombe County,55911,both,158.03354551027516
1373,2007,NC,FORSYTH,94578681.03113599,North Carolina,Control,Forsyth County,338638,both,279.2913997576645
1374,2007,NC,FRANKLIN,11774764.981000125,North Carolina,Control,Franklin County,57174,both,205.94614651765008
1375,2007,NC,GASTON,105596082.86564931,North Carolina,Control,Gaston County,200377,both,526.9870437507764
1376,2007,NC,GATES,932972.861362502,North Carolina,Control,Gates County,12042,both,77.47657045029912
1377,2007,NC,GRAHAM,4778319.020812485,North Carolina,Control,Graham County,8583,both,556.7189818026897
1378,2007,NC,GRANVILLE,19256946.18450013,North Carolina,Control,Granville County,57356,both,335.74423224248784
1379,2007,NC,GREENE,1988291.7375000003,North Carolina,Control,Greene County,21178,both,93.88477370384362
1380,2007,NC,GUILFORD,128796866.3762796,North Carolina,Control,Guilford County,468466,both,274.93322114364673
1381,2007,NC,HALIFAX,10888520.4157126,North Carolina,Control,Halifax County,55616,both,195.78035845283014
1382,2007,NC,HARNETT,25314720.39040016,North Carolina,Control,Harnett County,105770,both,239.3374339642636
1383,2007,NC,HAYWOOD,27506146.664924994,North Carolina,Control,Haywood County,58386,both,471.10859906355967
1384,2007,NC,HENDERSON,51006405.51449879,North Carolina,Control,Henderson County,102270,both,498.74259816660594
1385,2007,NC,HERTFORD,8344690.197862502,North Carolina,Control,Hertford County,24240,both,344.25289595142334
1386,2007,NC,HOKE,6986157.933499994,North Carolina,Control,Hoke County,42496,both,164.39565920321897
1387,2007,NC,IREDELL,76795875.49736036,North Carolina,Control,Iredell County,151944,both,505.42223119939166
1388,2007,NC,JACKSON,13373169.487075113,North Carolina,Control,Jackson County,38404,both,348.22334879374836
1389,2007,NC,JOHNSTON,33367878.47181254,North Carolina,Control,Johnston County,155695,both,214.31567148471396
1390,2007,NC,JONES,1548131.1413625004,North Carolina,Control,Jones County,10035,both,154.27315808295967
1391,2007,NC,LEE,25581482.543500043,North Carolina,Control,Lee County,54106,both,472.803063310909
1392,2007,NC,LENOIR,23282681.00333767,North Carolina,Control,Lenoir County,59072,both,394.140726627466
1393,2007,NC,LINCOLN,20498319.630225148,North Carolina,Control,Lincoln County,74139,both,276.4849759266398
1394,2007,NC,MACON,14627358.397950204,North Carolina,Control,Macon County,33164,both,441.0613435638103
1395,2007,NC,MADISON,6197015.455499997,North Carolina,Control,Madison County,20420,both,303.4777402301664
1396,2007,NC,MARTIN,6925798.601999984,North Carolina,Control,Martin County,24391,both,283.94894026485116
1397,2007,NC,MCDOWELL,16606638.921862653,North Carolina,Control,McDowell County,44345,both,374.48729105564666
1398,2007,NC,MECKLENBURG,129599321.10175712,North Carolina,Control,Mecklenburg County,862177,both,150.31637482994458
1399,2007,NC,MITCHELL,10770213.394087626,North Carolina,Control,Mitchell County,15746,both,683.9967861099724
1400,2007,NC,MONTGOMERY,9373913.14450002,North Carolina,Control,Montgomery County,27490,both,340.99356655147403
1401,2007,NC,MOORE,38164860.54861245,North Carolina,Control,Moore County,84795,both,450.0838557534342
1402,2007,NC,NASH,25132089.007000133,North Carolina,Control,Nash County,93733,both,268.1242359361178
1403,2007,NC,NEW HANOVER,64771388.83518352,North Carolina,Control,New Hanover County,194339,both,333.29073853000955
1404,2007,NC,NORTHAMPTON,1546142.9175000002,North Carolina,Control,Northampton County,22293,both,69.35553391199032
1405,2007,NC,ONSLOW,35140277.77856213,North Carolina,Control,Onslow County,163256,both,215.24647044250827
1406,2007,NC,ORANGE,23521858.57349993,North Carolina,Control,Orange County,127193,both,184.93044879435132
1407,2007,NC,PAMLICO,3023213.193224985,North Carolina,Control,Pamlico County,13013,both,232.3225384788277
1408,2007,NC,PASQUOTANK,10405459.400175087,North Carolina,Control,Pasquotank County,40049,both,259.81820769994476
1409,2007,NC,PENDER,8622069.752212506,North Carolina,Control,Pender County,49181,both,175.31302235034883
1410,2007,NC,PERQUIMANS,2393035.864500001,North Carolina,Control,Perquimans County,12901,both,185.4922769165182
1411,2007,NC,PERSON,17819298.167500142,North Carolina,Control,Person County,38656,both,460.97108256157236
1412,2007,NC,PITT,42755505.09836153,North Carolina,Control,Pitt County,157479,both,271.4997243972944
1413,2007,NC,POLK,7036929.36099999,North Carolina,Control,Polk County,20145,both,349.3139419707118
1414,2007,NC,RANDOLPH,30958682.35274989,North Carolina,Control,Randolph County,138855,both,222.95691442691938
1415,2007,NC,RICHMOND,25357392.09486272,North Carolina,Control,Richmond County,46390,both,546.6133238814987
1416,2007,NC,ROBESON,55042506.92467347,North Carolina,Control,Robeson County,130453,both,421.9336230264806
1417,2007,NC,ROCKINGHAM,50000344.02849817,North Carolina,Control,Rockingham County,93164,both,536.6916837887829
1418,2007,NC,ROWAN,54343847.10058566,North Carolina,Control,Rowan County,135626,both,400.6890057996672
1419,2007,NC,RUTHERFORD,24184196.390000034,North Carolina,Control,Rutherford County,66305,both,364.74166940653095
1420,2007,NC,SAMPSON,15085715.343800228,North Carolina,Control,Sampson County,62539,both,241.2209236444495
1421,2007,NC,SCOTLAND,24038780.40400012,North Carolina,Control,Scotland County,36399,both,660.4241985768872
1422,2007,NC,STANLY,20594618.297000173,North Carolina,Control,Stanly County,59849,both,344.10964756303656
1423,2007,NC,STOKES,13575616.169862594,North Carolina,Control,Stokes County,47079,both,288.358210027031
1424,2007,NC,SURRY,53136159.41431102,North Carolina,Control,Surry County,73027,both,727.6234737057666
1425,2007,NC,SWAIN,8758270.472999996,North Carolina,Control,Swain County,13819,both,633.7846785585061
1426,2007,NC,TRANSYLVANIA,14213506.164225195,North Carolina,Control,Transylvania County,32061,both,443.32697558482874
1427,2007,NC,TYRRELL,579801.5625000001,North Carolina,Control,Tyrrell County,4402,both,131.7132127442072
1428,2007,NC,UNION,32248420.785087246,North Carolina,Control,Union County,184782,both,174.52144031933437
1429,2007,NC,VANCE,30704588.35650008,North Carolina,Control,Vance County,44676,both,687.2725480459326
1430,2007,NC,WAKE,154366113.08608097,North Carolina,Control,Wake County,821607,both,187.88315226876227
1431,2007,NC,WARREN,1629069.7175000054,North Carolina,Control,Warren County,20724,both,78.60788059737528
1432,2007,NC,WASHINGTON,2111384.969999996,North Carolina,Control,Washington County,13176,both,160.24476092896145
1433,2007,NC,WATAUGA,13773442.07433765,North Carolina,Control,Watauga County,48765,both,282.44523888726854
1434,2007,NC,WAYNE,25703725.53050004,North Carolina,Control,Wayne County,118942,both,216.10302105648165
1435,2007,NC,WILKES,47111102.78944949,North Carolina,Control,Wilkes County,68966,both,683.1062087035567
1436,2007,NC,WILSON,23553866.838812593,North Carolina,Control,Wilson County,78474,both,300.14867139195906
1437,2007,NC,YADKIN,11081744.351362526,North Carolina,Control,Yadkin County,37965,both,291.8937008129205
1438,2007,NC,YANCEY,13127908.453225065,North Carolina,Control,Yancey County,18000,both,729.3282474013924
1439,2007,OK,ADAIR,5366468.905199962,Oklahoma,Control,Adair County,22345,both,240.16419356455413
1440,2007,OK,ALFALFA,379437.7350000002,Oklahoma,Control,Alfalfa County,5618,both,67.53964667141335
1441,2007,OK,ATOKA,3893345.002499976,Oklahoma,Control,Atoka County,14118,both,275.77171005099706
1442,2007,OK,BEAVER,444505.53750000015,Oklahoma,Control,Beaver County,5571,both,79.78918282175555
1443,2007,OK,BECKHAM,17876799.045425195,Oklahoma,Control,Beckham County,21855,both,817.972960211631
1444,2007,OK,BLAINE,2056503.5790874998,Oklahoma,Control,Blaine County,12010,both,171.23260442027475
1445,2007,OK,BRYAN,15589164.402950155,Oklahoma,Control,Bryan County,40350,both,386.3485601722467
1446,2007,OK,CADDO,9679364.978475034,Oklahoma,Control,Caddo County,27932,both,346.53318697103805
